sensor_id,temperature,humidity,timestamp,status
4,26.05393816471128,85.2224687873638,1778827672.2894795,HIGH
5,26.411769571418233,88.00127613742907,1778827672.340264,HIGH
2,39.954999403570795,89.73678177982339,1778827672.3913743,HIGH
3,39.33576862311116,36.79142216162202,1778827672.4422224,HIGH
4,36.90214849246699,82.09696901940583,1778827672.4930217,HIGH
1,36.365650062557656,45.528880228523974,1778827672.543733,HIGH
4,25.739682291965696,63.65017249205553,1778827672.5957654,HIGH
1,20.89055584606125,41.7815850759176,1778827672.6467772,NORMAL
4,38.85191166287018,44.692083271946814,1778827672.697758,HIGH
5,21.212833368614653,69.70988122551064,1778827672.7484946,NORMAL
2,34.308841361947344,35.477833134197766,1778827672.7992501,HIGH
3,28.255229686746368,69.33114092927732,1778827672.8497977,HIGH
1,31.55606788222185,33.17546839722847,1778827672.9006855,HIGH
5,27.907770977551007,53.34936756462228,1778827672.9514194,HIGH
2,33.862685779072876,66.7143231909171,1778827673.0020592,HIGH
2,20.25245163533475,76.52481940716821,1778827673.0531206,NORMAL
3,21.159188039754117,76.31553950321182,1778827673.1037085,NORMAL
1,30.1476804310269,59.19035283475324,1778827673.154508,HIGH
4,33.50844151651224,78.77457834807961,1778827673.2053616,HIGH
3,30.004209375833064,41.31962769327727,1778827673.2564123,HIGH
5,33.52807613394833,82.56037124631116,1778827673.3070464,HIGH
2,20.56580162557976,50.811079065065925,1778827673.3579383,NORMAL
5,24.57890670535662,66.77232540859225,1778827673.4086556,NORMAL
4,34.87084275190579,38.398932612911736,1778827673.4596052,HIGH
2,26.12397055037208,60.845091097919564,1778827673.5107794,HIGH
5,20.887873124671287,49.24863672474298,1778827673.5633907,NORMAL
3,34.55711502910331,55.10518660209969,1778827673.6140938,HIGH
2,23.314266863694083,33.850431182485536,1778827673.6646848,NORMAL
3,32.687621277504455,73.36766143737457,1778827673.715456,HIGH
1,33.326120220359385,51.28786930996698,1778827673.7664297,HIGH
3,36.7229514022051,77.62491027129514,1778827673.8173754,HIGH
1,31.608935963688722,35.19641884805378,1778827673.868339,HIGH
3,33.62983015426488,58.70742503553566,1778827673.9192193,HIGH
1,34.894639792607286,72.54578596827938,1778827673.9699683,HIGH
2,24.32103523041155,37.033797078058164,1778827674.0219357,NORMAL
4,30.850762078381365,47.969859082078614,1778827674.07261,HIGH
5,32.78319871896608,46.59714973587923,1778827674.1238098,HIGH
1,32.846584275169874,51.2827547362255,1778827674.1746333,HIGH
5,29.064914731867262,46.48929942111569,1778827674.2256417,HIGH
5,35.8522607147647,58.43956608075861,1778827674.2766564,HIGH
2,27.530777803874997,69.74695832730961,1778827674.3276653,HIGH
5,39.53885563477218,44.36508489979907,1778827674.378121,HIGH
4,32.10305935543951,54.23440795289902,1778827674.4288409,HIGH
3,33.646910856253925,76.72100385307107,1778827674.481992,HIGH
5,34.87674525383557,79.15567558014257,1778827674.5330415,HIGH
1,27.452337447034623,72.41332777415596,1778827674.5839038,HIGH
2,38.4402701197491,59.39026849707248,1778827674.6351314,HIGH
1,30.675122041439856,70.07194345840685,1778827674.6860087,HIGH
4,39.00306998127584,76.75714438838713,1778827674.7370255,HIGH
1,36.93230109045106,41.61171399624362,1778827674.7879157,HIGH
3,34.13141016984691,83.07826402720002,1778827674.8389328,HIGH
5,36.03796504786863,74.54952735710549,1778827674.8896065,HIGH
5,38.34905496360517,50.77659300145356,1778827674.9404812,HIGH
